alim_grp_nom_fr,alim_code,alim_nom_fr,Energie (kcal/100g),Protéines (g/100g),Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Fibres alimentaires (g/100g),AG saturés (g/100g),Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Fer (mg/100g),Magnésium (mg/100g),Potassium (mg/100g),Zinc (mg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine C (mg/100g)
produits laitiers frais et assimilés,19508,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré","73,7","2,98","11,6","1,4","11,3","0,028","0,95","5,46","0,08",115,"0,12",11,140,"0,42","0,75","< 0,08","< 0,5"
produits laitiers frais et assimilés,19535,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré","82,8","3,09","13,1","1,69","12,8","0,079","1,06",-,"0,12",133,"0,13",10,116,"0,3","0,75","0,05","< 0,5"
produits laitiers frais et assimilés,19537,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré","64,9","2,93","9,29","1,48","9,29",0,"0,93",traces,"0,1",117,"0,1",11,138,"0,3","0,75",traces,0
produits laitiers frais et assimilés,19538,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei",-,"2,76","12,9","1,6","12,9","< 0,05","1,05",5,"0,1","99,1","< 0,1","7,8",112,"0,3","< 0,5","0,015","< 0,5"
produits laitiers frais et assimilés,19539,"Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus",-,"3,45","12,5","2,94",12,0,"1,92","10,4","0,11",122,< 1,"11,7",139,"0,41","0,3","< 0,1",1
produits laitiers frais et assimilés,19542,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus","97,2","3,57",13,"3,01","12,9","0,65",2,-,"0,14",122,-,12,153,"0,42",-,-,-
produits laitiers frais et assimilés,19546,"Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus","64,5","3,84","3,47","3,6","3,32","< 0,18","2,3","11,4","0,12",130,"0,07","12,1",145,"0,45","< 0,5","0,3","< 0,5"
produits laitiers frais et assimilés,19550,"Yaourt à la grecque, au lait de brebis","69,1","3,84","4,99","3,4","2,6",0,"2,38","14,4","0,0079",170,"0,04",15,110,"0,43","< 0,25","< 0,08","< 0,5"
produits laitiers frais et assimilés,19552,"Yaourt à la grecque, sur lit de fruits",-,"2,31","16,3","6,3",15,"0,38","4,45","20,9","0,098",104,"0,07","8,4",110,"0,27",-,"0,25","< 0,5"
produits laitiers frais et assimilés,19556,"Yaourt au lait de chèvre, nature, 5% MG environ",-,"5,72","2,8",5,"2,8",0,"3,5",11,"0,098",160,"0,2",14,170,"0,4",-,"0,03",1
produits laitiers frais et assimilés,19558,"Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG",-,"4,63",8,"0,9","6,3","0,3","0,5",1,"0,18",138,"0,42","15,8",186,"0,5",0,"0,2",3
produits laitiers frais et assimilés,19559,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG","54,5","4,53","8,29","0,06","4,23",traces,"0,038",-,"0,15",141,-,-,-,"0,52","1,25",-,-
produits laitiers frais et assimilés,19575,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré","89,1","3,42","12,2","2,6","12,1","0,17","1,75","8,6","0,15",120,"0,1","10,9",140,"0,4","0,76","0,041","< 0,5"
produits laitiers frais et assimilés,19577,"Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème",-,"3,08","13,4","5,45","12,4","0,083","4,18",19,"0,093",105,"0,04","9,2",120,"0,38","0,75","0,15","< 0,5"
produits laitiers frais et assimilés,19579,"Yaourt, lait fermenté ou spécialité laitière, aux céréales",-,"3,64","11,3","3,43",-,1,"2,22",13,"0,11",125,"0,085","12,6",145,"0,4","0,093","0,084","0,1"
produits laitiers frais et assimilés,19580,"Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré",-,"3,75","16,2","5,69","15,8","0,1","3,57","10,5","0,11",120,"0,3",14,178,"0,4","0,1","0,16","0,2"
produits laitiers frais et assimilés,19581,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG","49,3","4,28","6,89","0,085","5,52","0,59","0,038",traces,"0,15",122,"0,2","14,1",159,"0,41",-,"0,08","< 0,5"
produits laitiers frais et assimilés,19582,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D",-,"4,54","7,45","0,097","6,31","0,66","0,042",-,"0,16",163,"0,06",14,220,"0,52","1,44",-,"< 0,5"
produits laitiers frais et assimilés,19587,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré","95,7","3,61","14,2","2,4","13,6","0,22","1,54","9,9","0,12",127,"0,13","10,4",157,"0,35","< 0,2","0,051","0,43"
produits laitiers frais et assimilés,19589,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème",-,3,15,"4,48","13,9","0,21","4,23",13,"0,12",110,"0,05","9,7",150,"0,37","< 0,25","0,14","0,54"
produits laitiers frais et assimilés,19592,"Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D",-,"3,51",14,"2,35","12,7","0,1","1,45","11,6","0,11",129,"0,04",12,160,"0,44","0,93","0,21","< 0,5"
produits laitiers frais et assimilés,19593,"Yaourt, lait fermenté ou spécialité laitière, nature","56,5","4,12","3,54","2,57","3,54",traces,"1,61",13,"0,12",128,"0,25","12,5",176,"0,39","0,8","0,076","< 0,5"
produits laitiers frais et assimilés,19594,"Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG","39,4","4,82","4,1","0,064","4,1",traces,"0,041",2,"0,14",129,"0,1","13,6",182,"0,46","0,8",0,"< 0,5"
produits laitiers frais et assimilés,19598,"Yaourt, lait fermenté ou spécialité laitière, nature, à la crème",-,"3,83","4,85","6,16","4,28",traces,"4,41","10,7","0,12",128,< 1,"11,8",163,"0,42","0,75","< 0,1","< 0,5"
produits laitiers frais et assimilés,19599,"Yaourt, lait fermenté ou spécialité laitière, nature, sucré","84,3","3,48","12,5","1,95","12,5",traces,"1,29","9,6","0,12",120,"0,23","11,4",157,"0,41","< 0,5","0,07","< 0,5"
produits laitiers frais et assimilés,19600,Yaourt ou spécialité laitière nature (aliment moyen),"54,4","4,15","3,71","2,74","3,66","0,0027","1,77","11,8","0,13",129,"0,25","12,6",176,"0,4","0,8","0,065","0,25"
produits laitiers frais et assimilés,19624,Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen),"63,9","3,87","7,67","2,81","7,28","0,13","2,02","10,9","0,13",125,"0,19","11,8",167,"0,39","0,56","0,078","0,33"
produits laitiers frais et assimilés,19669,"Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée","98,3","7,46","11,5","2,29","11,3",0,"1,56","11,3","0,083",110,"0,06","9,5",120,"0,39","2,43","0,16","< 0,5"
produits laitiers frais et assimilés,19671,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, 0% MG (aliment moyen)","50,3","4,34","7,17","0,081","5,35","0,49","0,038",0,"0,15",128,"0,19",14,164,"0,44",,"0,08","0,25"
produits laitiers frais et assimilés,19672,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, non allégé en MG (aliment moyen)",91,"3,35","13,4","3,12","12,8","0,18","2,38","10,4","0,13",118,"0,091","10,4",145,"0,38","0,48","0,071","0,35"
produits laitiers frais et assimilés,19675,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, avec édulcorants (aliment moyen)","50,3","4,34","7,17","0,081","5,35","0,49","0,038",0,"0,15",128,"0,19",14,164,"0,44",,"0,08","0,25"
produits laitiers frais et assimilés,19676,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré (aliment moyen)",91,"3,35","13,3","3,11","12,8","0,18","2,37","10,3","0,13",118,"0,092","10,4",145,"0,38","0,48","0,071","0,35"
produits laitiers frais et assimilés,19677,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits, sucré, non allégé en MG (aliment moyen)","89,1","3,28","13,1","3,29","12,6","0,17","2,59","10,4","0,14",116,"0,082","10,4",142,"0,39","0,58","0,076","0,33"
produits laitiers frais et assimilés,19682,"Yaourt, lait fermenté ou spécialité laitière, aromatisé ou aux fruits (aliment moyen)","87,7","3,44","12,2","2,7","11,8","0,15","1,85","9,34","0,14",119,"0,096","10,7",139,"0,4","0,78","0,048","0,25"
produits laitiers frais et assimilés,19801,"Lait fermenté à boire, nature, maigre",-,"3,93","5,05","0,3","4,9",0,"0,18","4,9","0,14",160,< 1,"10,2",120,< 1,0,"< 0,1","1,25"
produits laitiers frais et assimilés,19805,"Lait fermenté à boire, nature, au lait entier",-,"3,19","4,5","3,6",-,0,"2,33",14,"0,12",127,"0,05","12,7",155,"0,44","0,1","0,092","0,3"
produits laitiers frais et assimilés,19860,"Yaourt à la grecque, nature",-,"3,32","4,21","9,22","3,9","< 0,14","6,22","16,7","0,097",139,-,-,-,-,-,-,-
produits laitiers frais et assimilés,19865,Kéfir,-,"3,19","4,5","3,6",-,0,"2,33",14,"0,12",127,"0,05","12,7",155,"0,44","0,1","0,092","0,3"
produits laitiers frais et assimilés,19501,Fromage blanc nature ou aux fruits (aliment moyen),"87,8","7,18","4,64","4,5","3,84","0,026","2,93","17,8","0,11",119,"0,3","10,3",137,"0,47","0,64","0,075","0,11"
produits laitiers frais et assimilés,19641,"Faisselle, 6% MG environ",-,"4,06","4,27","6,5","3,54",traces,"4,4","26,8","0,093",110,"0,37",10,140,"0,34","< 0,2","0,18","< 0,5"
produits laitiers frais et assimilés,19644,"Fromage blanc nature, 0% MG","49,4","7,95","3,89","0,044","3,89",traces,"0,027",1,"0,11",134,"0,16","12,2",144,"0,49","< 0,2",traces,traces
produits laitiers frais et assimilés,19646,"Fromage blanc nature, 3% MG environ","76,9","8,03","3,46","3,26","3,46",traces,"2,12",18,"0,11",130,"0,13","10,2",132,"0,52","1,5","0,14","< 0,5"
produits laitiers frais et assimilés,19649,"Fromage blanc nature, gourmand, 8% MG environ",116,"6,19","5,25","7,65","3,33",traces,"4,99","25,3","0,1",104,< 1,"9,6",140,"0,41","< 0,2","< 0,1",traces
produits laitiers frais et assimilés,19659,"Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ",-,"5,18","13,4","5,53","12,5","0,68","3,59",18,"0,13","93,3",< 1,"9,5",121,-,"< 0,2","< 0,1","< 0,5"
produits laitiers frais et assimilés,19661,"Fromage frais type petit suisse, aux fruits, 2-3% MG",-,"6,63","13,2","2,91","12,5","0,16","1,93",-,"0,086",131,"0,2",9,117,"0,41","< 0,2","0,09",traces
produits laitiers frais et assimilés,19662,"Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D",-,"6,42","12,2","2,63","10,9","0,2","1,46","12,4","0,076",155,"0,05","9,2",110,"0,41","1,16","0,15","< 0,5"
produits laitiers frais et assimilés,19663,"Fromage frais type petit suisse, nature, 0% MG",-,"9,89","3,8","0,24","3,2",0,-,"6,5","0,11",127,< 1,"11,4",166,-,"< 0,2","< 0,1",-
produits laitiers frais et assimilés,19664,"Fromage frais type petit suisse, nature, 4% MG environ",-,"9,53","3,37","4,61","3,37",0,-,-,"0,11",103,"0,14",40,114,"0,48",-,-,-
produits laitiers frais et assimilés,19666,"Fromage frais type petit suisse, nature, 10% MG environ",-,"8,85","3,73","9,89","3,19",0,"6,41","33,7","0,091",110,"0,2","9,4",130,"0,43",-,"0,23","< 0,5"
produits laitiers frais et assimilés,19667,"Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D",-,"5,9","12,2","2,3","12,1",< 2,"1,59","9,62","0,078",180,"0,05",10,120,"0,4","1,55","< 0,08","< 0,5"
produits laitiers frais et assimilés,39710,Crème pâtissière,137,"3,79","22,3","3,6","16,7",0,"1,76",123,"0,2",105,"0,64","11,6",150,"0,7","0,24","0,34","0,93"
fromages,12999,Fromage (aliment moyen),348,"22,2","0,41","27,6","0,34",0,"17,7","89,4","1,27",630,"0,29","29,1",122,"2,9","0,31","0,56","0,046"
fromages,12001,"Camembert, sans précision",279,21,traces,"21,8",0,0,"14,2",74,"1,54",449,"0,18","19,3",148,"2,5","0,24","0,57",0
fromages,12003,Fromage à pâte molle et croûte fleurie (type camembert),359,"17,5",traces,"32,3",-,0,-,-,"1,18",523,-,23,69,-,"0,4",-,-
fromages,12006,Camembert au lait cru,267,"20,7",traces,"20,3","< 0,2",0,"14,1","64,6","1,45",380,"0,09",18,160,"2,8","< 0,25","0,46",-
fromages,12008,Fromage à pâte molle double crème environ 30% MG,304,"10,2",traces,"29,4",-,0,"18,5","79,5","1,28",200,"0,3",6,112,"0,54","0,31","0,8",0
fromages,12009,Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,197,"24,9",traces,11,-,0,"7,12",36,"3,24",720,"0,18",20,187,"2,38","0,14","0,28",0
fromages,12010,Coulommiers,279,"18,8",traces,"22,8",0,0,"15,8",85,"1,37",400,"0,23","21,7",165,"3,28",-,"0,6",-
fromages,12012,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,187,"22,5",traces,11,0,0,"7,9",46,"0,9",-,"0,05",-,-,-,-,-,-
fromages,12013,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,150,"25,7",traces,"5,5",-,0,-,-,-,570,-,-,-,-,-,-,-
fromages,12020,"Brie, sans précision",297,"17,3",traces,"25,5",0,0,"16,3","95,8","1,51",424,"0,36",20,145,"2,38","0,39","0,47",0
fromages,12021,Brie de Meaux,271,"21,4",traces,"20,7","< 0,2",0,"14,5","83,6","2,02",310,"0,15",15,120,"2,3","< 0,25","0,44","< 0,5"
fromages,12022,Brie de Melun,288,22,traces,"22,2","< 0,2",0,"15,2","88,9","1,89",180,"0,08",17,210,"0,84","< 0,25","0,57","< 0,5"
fromages,12025,Carré de l'Est,327,"21,4",traces,27,0,0,19,-,"1,58",450,-,20,140,6,-,-,-
fromages,12028,Chaource,276,"17,3",traces,"22,9","< 0,2",0,"15,8",83,"1,9",110,"0,06",12,130,"0,56","< 0,25","0,59","< 0,5"
fromages,12029,Maroilles laitier,338,"22,3",traces,"27,8",-,0,"17,5",-,"1,87",-,-,-,-,-,-,-,-
fromages,12030,Maroilles fermier,349,"21,2",traces,"29,5",-,0,"17,3",-,"2,07",-,-,-,-,-,-,-,-
fromages,12031,Neufchâtel,287,"18,5",traces,"23,9",-,0,20,84,"1,87","74,5","0,07","9,17",117,"0,55","< 0,3","0,4",-
fromages,12033,Fromage à pâte molle triple crème environ 40% MG,376,"9,89",traces,"37,5",0,0,"25,1",122,"1,09",230,"0,3",6,119,"0,54","0,36","0,94",0
fromages,12034,Fromage à pâte molle et croûte lavée (aliment moyen),319,"20,6",0,"26,4","0,02",0,17,,"1,57",534,,"22,4",113,,"0,69",,
fromages,12035,"Fromage à pâte molle et croûte lavée, allégé environ 13% MG",198,"21,6",traces,"12,6",-,0,"8,08",43,"1,63",420,-,19,94,-,15,-,-
fromages,12036,"Maroilles, sans précision",325,"21,9",traces,"26,4","< 0,2",0,"18,1",103,"2,09",580,"0,09",23,100,"2,8","< 0,25","0,57","< 0,5"
fromages,12037,Livarot,301,"24,6",traces,"22,6","< 0,2",0,"15,3","77,3","1,5",730,"0,07",26,94,"3,1","< 0,25","0,57","< 0,5"
fromages,12038,Époisses,290,"17,8",traces,"24,5","< 0,03",traces,"17,1","80,5","1,76",120,"0,21",10,140,"0,5","< 0,25","0,64",-
fromages,12039,Munster,344,"21,2",traces,29,0,0,"18,8",96,"1,78",717,"0,41",27,134,"2,81","0,6","0,26",0
fromages,12040,Langres,281,"16,7",traces,"23,8","< 0,2",traces,"16,9","89,3","0,99",160,"0,05",12,140,"1,2","< 0,25","0,65","< 0,5"
fromages,12042,Pont l'Évêque,326,"22,7",traces,"26,2","< 0,2",0,"18,2","84,7","1,3",660,"0,07",24,110,"2,8","< 0,25","0,46","< 0,5"
fromages,12045,Reblochon,326,"20,4",traces,"27,4",0,0,"18,8","89,9","1,27",471,"0,32","20,2",104,"4,44",-,-,-
fromages,12047,"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)",308,"20,4",traces,"25,4",0,0,"15,6",-,"1,35",450,-,"18,1","99,3",-,"0,95",-,-
fromages,12049,Saint-Marcellin,280,"15,1",traces,"24,3","< 0,2",0,"18,1","93,4","1,08",140,"0,05",12,180,"0,54","< 0,25","0,61","< 0,5"
fromages,12050,Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,332,"18,2",traces,29,0,0,"18,5",68,-,450,"0,2",-,-,-,-,-,-
fromages,12051,Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse),302,"18,9",traces,"25,4",traces,0,"16,3",-,"1,38",491,-,30,120,8,-,-,-
fromages,12052,Saint-Félicien,309,"12,2",traces,"28,9","< 0,2",0,"21,2","81,3","1,1",110,"0,04","9,6",130,"0,44","< 0,25","0,65","< 0,5"
fromages,12801,"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",324,"20,7",traces,27,0,0,"18,7",107,"1,28",123,"0,31","16,2",230,"0,56","< 0,5","0,53",-
fromages,12802,"Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)",300,"19,8",traces,"24,7",0,0,"16,9","98,5","1,23",107,"0,22","12,7",260,"0,61","< 0,5","0,32",-
fromages,12803,"Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)",315,"20,4",traces,"26,2",0,0,18,104,"1,69",117,"0,28","14,9",161,"0,58","< 0,5","0,45",-
fromages,12807,Sainte-Maure de Touraine (fromage de chèvre),294,"19,6",traces,"24,2",-,0,"18,7",-,"1,41",-,-,-,-,-,-,-,-
fromages,12810,Fromage de chèvre demi-sec,353,"21,6",traces,"29,8",0,0,"20,6",79,"1,81",145,"1,62","18,2",165,"0,64","0,5","0,26",0
fromages,12812,Fromage de chèvre bûche,292,"19,3",traces,"24,1",0,0,"16,3","95,9","1,71",107,"0,22","12,7",167,"0,61","< 0,5","0,29",-
fromages,12813,"Fromage de chèvre bûche, allégé en matière grasse",179,"22,6",traces,10,0,0,"6,8",50,"1,24",183,"0,1",15,210,-,-,-,-
fromages,12814,"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé",279,"19,3",traces,"22,6",0,0,"17,4",78,"1,56",90,-,-,-,-,-,-,-
fromages,12815,Fromage de chèvre sec,440,"30,5",traces,"35,6",-,0,"24,6",105,"1,06",895,"1,88",54,48,"1,59","0,7","0,31",0
fromages,12820,Fromage de chèvre à pâte molle et croûte fleurie type camembert,292,"19,9",traces,"23,8",0,0,16,"91,8",1,534,"0,32",32,153,"2,4","< 0,5","0,4",traces
fromages,12824,Fromage de brebis à pâte molle et croûte fleurie,276,"16,8",traces,"23,3",-,0,"16,2",67,"1,69",487,-,-,-,-,-,-,-
fromages,12830,Chabichou (fromage de chèvre),294,"20,5",traces,"23,8",0,0,"17,1","97,3","1,85",104,"0,35","14,1",238,"0,52","< 0,5","0,31",-
fromages,12831,Pélardon (fromage de chèvre),343,"23,8",traces,"27,8",0,0,"18,6",117,"1,43",147,"0,37","20,5",-,"0,57","< 0,5","0,58",-
fromages,12832,"Crottin de chèvre, au lait cru",384,"23,2",traces,"32,6",0,0,"24,1",133,"1,01",141,"0,4","18,7",-,"0,57","< 0,5","1,05",-
fromages,12833,"Crottin de chèvre, sans précision",340,"22,4",traces,28,0,0,"19,6",111,"1,17",107,"0,22","12,7",238,"0,59","< 0,5","0,44",-
fromages,12834,Crottin de Chavignol (fromage de chèvre),296,"19,7",traces,"24,4",0,0,"16,2","92,9","1,3",147,"0,28","17,2",300,"0,83","< 0,5","0,54",-
fromages,12836,Picodon (fromage de chèvre),315,"20,7",traces,26,0,0,"19,2",137,"1,25",126,"0,28","16,9",-,"0,67","< 0,5","0,44",-
fromages,12839,Pouligny Saint-Pierre (fromage de chèvre),294,"18,9",traces,"24,5",0,0,"16,8","99,7","1,08",100,"0,33","14,8",-,"0,53","< 0,5","0,29",-
fromages,12842,Sainte-Maure (fromage de chèvre),357,"22,1",traces,30,0,0,"18,4",122,"1,81",122,"0,3","14,5",168,"0,62","< 0,5","0,41",-
fromages,12845,Selles-sur-Cher (fromage de chèvre),291,"19,2",traces,"23,9",0,0,18,-,"1,4",167,-,-,-,-,-,"0,6",-
fromages,12846,Chevrot (fromage de chèvre),277,"18,5",traces,"22,8",0,0,"15,5","78,1","1,12","98,4","0,26","12,9",-,"0,28","< 0,5","0,34",-
fromages,12847,Rocamadour (fromage de chèvre),279,"18,6",traces,"22,9","< 0,14",0,"17,5","65,5","1,11",102,"0,2","13,8",160,"0,37","< 0,5","0,39",-
fromages,12848,Valençay (fromage de chèvre),306,"19,3",traces,"25,5",0,0,18,85,"1,32",120,"0,19","15,3",150,"0,55","< 0,5","0,32",-
fromages,12500,Roquefort,358,"19,6",traces,"30,9",0,0,"22,4","74,7","3,7",660,"0,1","31,9",115,"1,83",-,"0,12",0
fromages,12519,Fourme de Montbrison,365,"22,5",traces,"30,8",0,0,"20,5",-,"1,63",-,-,-,-,-,-,-,-
fromages,12520,Fromage bleu au lait de vache,333,"19,9",traces,"28,3","< 0,25",0,"17,7","97,8","2,89",494,"0,23",23,130,"3,88","0,42","0,59",0
fromages,12521,Fromage bleu d'Auvergne,343,"22,4",traces,"28,4",0,0,19,59,"2,85",551,"0,3","18,1",126,"2,69",-,-,-
fromages,12522,Fourme d'Ambert,326,"19,9",traces,"27,6",0,0,18,97,"2,2",442,"0,36",16,111,"3,37",-,-,-
fromages,12523,Fromage bleu des Causses,350,"20,4",traces,30,0,0,19,103,"3,3",582,-,35,132,3,-,-,-
fromages,12524,Gorgonzola,312,19,traces,"26,4","< 0,3",0,"16,9","81,1","1,77",390,"0,08",18,110,"2,1","0,24","0,16","< 0,5"
fromages,12526,Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),364,"22,5",traces,"30,7",traces,0,"20,2",-,"1,44",600,-,-,-,-,-,-,-
fromages,12527,Fromage bleu de Bresse,342,"17,4",traces,"30,5",0,0,"19,4",91,"1,58",434,< 1,17,128,"2,5","< 0,2","< 0,1",0
fromages,12528,Fromage bleu de Bresse allegé environ 15% MG,246,"27,1",traces,"15,5",0,0,-,-,"2,05",420,-,-,-,-,-,-,-
fromages,12100,Fromage à pâte pressée cuite (aliment moyen),396,"28,3",0,"31,6","0,053",0,"19,8",100,"0,77",946,"0,38","45,5",102,"3,73","0,31","0,69","0,026"
fromages,12105,Beaufort,410,"26,6",traces,34,0,0,"19,2",-,"1,27",745,"0,24",-,118,"4,75",-,-,-
fromages,12110,Comté,418,"27,2",traces,"34,6",traces,0,"22,5",115,"0,8",993,"0,49","43,7",116,"3,84",-,"0,8",-
fromages,12112,Abondance,393,"27,1",traces,"31,6","< 0,2",0,"20,1",106,"1,73",760,"0,09",28,120,"3,5","< 0,25","0,75","< 0,5"
fromages,12113,Gruyère IGP France,396,"27,3",traces,32,0,0,"20,1",-,"0,95",871,-,-,-,-,-,-,-
fromages,12114,Gruyère,423,"28,4",traces,"34,6",0,0,"19,8",105,"0,8",1090,"0,29","39,2",101,"4,89","0,44","0,52",0
fromages,12115,Emmental ou emmenthal,384,"28,2",traces,"30,2","< 0,17",0,"18,9",96,"0,56",898,"0,15","48,9","97,1","3,48","0,28","0,74",0
