alim_code,alim_ssgrp_nom_fr,source AJOUT,alim_nom_fr,Energie (kcal/100g),Protéines (g/100g),Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Fibres alimentaires (g/100g),AG saturés (g/100g),Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Fer (mg/100g),Magnésium (mg/100g),Potassium (mg/100g),Zinc (mg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine C (mg/100g)
20118,légumes,,"Fenouil, bouilli/cuit à l'eau","12,2","1,13","0,8","< 0,1","0,5",2,"< 0,039",0,"0,15",43,"0,2","10,2",270,"0,18",0,"0,32","1,6"
20121,légumes,,"Épinard, surgelé, cuit","33,3","4,01","0,51","0,87","0,51","3,7","0,16",0,"0,24",153,"1,96",82,302,"0,49",0,"3,54","2,2"
20122,légumes,,"Chou-fleur, surgelé, cuit",18,"1,61","1,05","0,22","1,03","2,7","0,034",0,"0,045",17,"0,41",9,139,"0,13",0,"0,06","31,3"
20124,légumes,,"Petits pois, surgelés, cuits","65,8","5,15","7,95","0,27","4,65","5,5","0,049",0,"0,18",24,"1,52",22,110,"0,67",0,"0,03","9,9"
20125,légumes,,Champignon de Paris sauté,"29,1","2,99","2,8","0,33",0,"1,8","0,04",0,"0,02",4,"0,25",11,396,"0,57","0,2",0,-
20133,légumes,,"Panais, cuit","67,8","1,32","13,4","0,3","4,8","3,6","0,05",0,"0,025",37,"0,58",29,367,"0,26",0,1,13
20135,légumes,,Fondue de poireau,"58,4","1,1",0,"5,2",-,"3,6","3,6",-,"0,5",-,-,-,-,-,-,-,-
20143,légumes,,"Courge spaghetti, pulpe, cuite",28,"0,66","5,06","0,26","2,53","1,4","0,062",0,"0,045",21,"0,34",11,117,"0,2",0,"0,12","3,5"
20155,légumes,,"Artichaut, coeur, conserve",26,"1,8","2,31","< 0,5","1,2","3,2","< 0,01",-,"0,78",25,"0,4",18,150,"0,28","< 0,25","1,12","12,2"
20156,légumes,,"Artichaut, fond, conserve","25,2","1,2","3,02","< 0,5","0,8","2,6","< 0,01",-,"0,73",36,"0,36",20,140,"0,2","< 0,25","0,42",18
20158,légumes,,"Tétragone cornue, cuite","13,5","1,3",1,"0,17","0,25","1,4","0,027",0,"0,27",48,"0,66",32,102,"0,31",0,"1,23",16
20165,légumes,,"Rutabaga, cuit",26,"0,93","4,26","0,18","3,95","1,8","0,029",0,"0,013",18,"0,18",10,216,"0,12",0,"0,24","18,8"
20169,légumes,,"Tomate, pulpe, appertisée","22,7","1,2","2,68","< 0,5","2,68","1,8","< 0,01",0,"0,068",20,"0,39",11,260,"0,09","< 0,25","1,3","10,5"
20170,légumes,,"Tomate, purée, appertisée","47,1","1,4","7,54","0,4","3,64","2,38","0,085",0,"0,51","19,9","0,6",30,798,"0,2",0,"2,3",9
20188,légumes,,"Bambou, pousses, conserve","17,9","1,61","1,9","0,15","1,15","1,25","0,041",0,"0,19",17,"0,24","3,5",196,"0,56",0,"0,63","1,1"
20205,légumes,,"Brocoli, surgelé, cuit","28,8","3,1","2,36","0,11","1,47",3,"0,018",0,"0,06",51,"0,61",20,180,"0,3",0,"1,32","40,1"
20209,légumes,,"Carotte, surgelée, cuite","32,9","0,58","4,52","0,68","4,08","3,3","0,12",0,"0,15",35,"0,53",11,192,"0,35",0,"1,01","2,3"
20212,légumes,,"Champignon, lentin comestible","60,9","1,56","12,3","0,22","3,84","2,1","0,05",0,"0,01",3,"0,44",14,117,"1,33","0,7",0,"0,3"
20216,légumes,,"Pois mange-tout, bouillis","28,8","2,4","3,41","< 0,5","2,4","1,8","< 0,01",0,"< 0,13",37,"0,62",18,83,"0,39","< 0,25","0,83","13,9"
20219,légumes,,"Chou frisé, cuit","29,7","1,9","3,63","0,4","1,25",2,"0,052",0,"0,058",72,"0,9",18,228,"0,24",0,"0,85",41
20221,légumes,,"Chou chinois (pak-choi), cuit","13,3","1,53","0,75","0,17","0,75","1,35","0,029",0,"0,054","62,5","0,67","10,5",298,"0,18",0,"0,09","20,9"
20241,légumes,,"Cardon, cuit",22,"0,76","3,63","0,11",-,"1,7","0,012",0,"0,44",72,"0,73",43,392,"0,18",0,-,"1,7"
20242,légumes,,"Tomate pulpe et peau, bouillie","18,7","0,88","2,8","0,21","2,6","1,05","0,028",0,"0,017","9,73","0,49","7,53",182,"0,12",0,"0,56","16,9"
20243,légumes,,"Pois mange-tout, cuits","47,3","3,5","5,92","0,38","4,82","3,1","0,073",0,"0,013",59,"2,4",28,217,"0,49",0,"0,47",22
20255,légumes,,"Échalote, cuite","71,6","2,13","13,5","< 0,5","6,3","3,4","< 0,0002",-,"0,031",28,"0,34",14,400,"0,32",-,"0,12","2,25"
20257,légumes,,"Haricots verts, purée","56,3","1,7","4,2","2,9","1,5","3,3","1,9",-,"0,36",-,-,-,-,-,-,-,-
20258,légumes,,"Légumes (en mélange), purée","57,8","2,19","4,02","2,72","1,81","4,21","1,77",-,"0,61",-,-,-,-,-,-,-,-
20259,légumes,,"Brocoli, purée","29,2","2,5","2,75","0,38","1,65","2,39",-,-,"0,021",87,"0,9",-,-,-,-,-,90
20260,légumes,,"Tomate, coulis, appertisé","49,3","2,05","8,53","0,2","5,5","2,6","0,08",-,"0,88",-,-,-,-,-,-,-,-
20261,légumes,,"Carotte, purée","64,2","2,1","8,1",2,"4,3","2,7","1,3",-,"0,6",29,"0,3",-,-,-,-,-,-
20264,légumes,,"Courgette, purée","57,3","2,8","6,5","1,9","2,3","1,5","1,3",-,"0,6",-,-,-,-,-,-,-,-
20268,légumes,,"Tomate, concentré, conserve","92,8","3,73",17,"0,29","16,5","3,62",0,-,"0,93",-,-,-,-,-,-,-,-
20271,légumes,,"Macédoine de légumes, surgelée","54,5","3,48","6,8","0,28","3,35","5,45",0,-,"0,045",-,-,-,-,-,-,-,-
20275,légumes,,"Poivron rouge, conserve","31,6","0,91","4,42","0,77","3,64","1,7","0,089",0,"1,14",25,"0,63","12,5",156,"0,15",0,"1,65",109
20278,légumes,,"Céleri-rave, purée","26,4","1,37","2,83","0,18","2,11","4,01",0,-,"0,13",50,"0,5",-,-,-,-,-,"8,3"
20284,légumes,,"Petits pois, purée",86,"4,8",8,"2,8",3,"4,8","1,7",-,"0,74",-,-,-,-,-,-,-,-
20285,légumes,,"Épinard, purée","59,8","3,7","5,2","2,2","1,2","2,2","1,2",-,"0,72",-,-,-,-,-,-,-,-
20289,légumes,,"Tomate,entière, cuite au four","26,5","0,88","2,87","0,6","2,87","2,2","0,14",-,"< 0,013",10,"0,25",13,300,"0,15","< 0,25","0,98","14,5"
20497,légumes,,"Légumes pour couscous, cuits","25,4","1,53","2,55","0,43","1,1","2,6","0,048",0,"1,06",39,"0,7",15,208,"0,3",0,"0,38",18
20499,légumes,,Légume cuit (aliment moyen),"28,9","1,63","3,78","0,27","2,54","2,47","0,056","0,0056","0,099",32,"0,45","16,1",206,"0,22","0,012","0,4","10,2"
58103,légumes,,"Gombo, fruit, cuit","22,4","1,87","2,01","0,21","2,01","2,5","0,045",0,"0,015",77,"0,28",36,135,"0,43",0,"0,27","16,3"
20180,légumes,,"Oignon, séché",358,"8,95",75,"0,46","37,4","9,2","0,078",0,"0,053",257,"1,55",92,1620,"1,89",0,"0,18",75
20189,légumes,,"Tomate, séchée",282,"14,2","43,3","2,99","37,6","12,3","0,46",0,"0,62",110,"9,09",194,3430,"1,99",0,"0,01","39,2"
20211,légumes,,"Champignon, comestible, séché",316,"9,58","63,9","0,99","2,21","11,5","0,23",0,"0,033",11,"1,72",132,1530,"7,66","3,9",0,"3,5"
20213,légumes,CIQUAL,"Champignon, cèpe, séché",316,"9,58","63,9","0,99","2,21","11,5","0,23",0,"0,033",11,"1,72",132,1530,"7,66","3,9",0,"3,5"
20256,légumes,,"Tomate, séchée, à l'huile",187,"4,27","13,4","11,7","6,5","5,63","1,32",0,"2,21",47,"2,68",81,1570,"0,78",0,-,102
4000,pommes de terre et autres tubercules,,Tapioca ou Perles du Japon,354,"0,19","87,8","0,02","3,35","0,9","0,005",0,"0,0025",20,"1,58",1,11,"0,12",0,0,0
4002,pommes de terre et autres tubercules,,"Pomme de terre pelée, rotie","91,9","1,95","20,1","0,1","1,7","1,5","0,026",0,"0,0036","9,48","0,35","21,7",391,"0,24",0,"0,04","12,8"
4003,pommes de terre et autres tubercules,,"Pomme de terre, bouillie","80,5","1,8","16,7","0,34","0,86","1,8","0,094",0,"0,052","5,83","0,27","17,3",363,"0,15",0,"0,01","2,92"
4004,pommes de terre et autres tubercules,,Chips de pommes de terre,545,"5,67","51,1","34,3","1,59","4,57","3,23","< 0,7","1,65",27,"1,2",66,1300,"0,82","< 0,25","12,3","8,26"
4008,pommes de terre et autres tubercules,,"Pomme de terre, sans peau","76,6","2,16","15,2","0,18","0,73","1,8","0,038",0,"0,016","14,3","0,91",22,418,"0,35",0,"0,055","18,9"
4011,pommes de terre et autres tubercules,,"Pomme de terre, conserve","59,9","1,47","11,7","0,34","0,65","2,2","0,055",0,"0,15","25,4","1,26","9,4",229,"0,18",0,-,"5,1"
4013,pommes de terre et autres tubercules,,Pomme de terre noisette surgelée,181,"2,76","24,9","7,22","0,74","2,82","1,68",-,"0,93","25,2",1,"27,9",550,"0,58",0,"0,2","10,5"
4014,pommes de terre et autres tubercules,,Pomme de terre vapeur sous vide,"73,6","1,7","15,4","0,2","0,4","1,62","0,096",-,"0,24",-,-,-,-,-,-,-,"14,7"
4015,pommes de terre et autres tubercules,,"Pomme de terre, sautée/poêlée",126,"2,33","20,1","3,45","0,76","2,53","0,38",-,"0,032","6,93",-,"18,4",-,"0,2",-,-,-
4016,pommes de terre et autres tubercules,,"Pomme de terre, flocons déshydratés, au lait ou à la crème",371,"10,6","69,4","3,97","4,67",8,"1,55",2,"0,2",106,"2,55","69,5",1510,"1,3",0,"0,03","22,3"
4017,pommes de terre et autres tubercules,,"Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse","97,9","1,92","10,2","5,18","1,68","1,47","1,87","6,67","0,56","38,7","0,19","16,3",184,"0,2","0,3","0,33","8,63"
4018,pommes de terre et autres tubercules,,Pomme de terre purée non salée,"88,9","1,89","14,2","2,4","1,41","1,5","1,46","6,5","0,11","31,1","0,21","15,2",260,"0,22","0,2","0,07","6,1"
4019,pommes de terre et autres tubercules,,"Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau","67,3","2,63","12,1","0,53","2,2","1,8","0,33","1,52","0,088","50,7","0,35","16,2",289,"0,34",0,"0,2","3,2"
4020,pommes de terre et autres tubercules,,Pomme de terre dauphine surgelée,285,"4,62","25,6","17,7","1,96","2,34","3,98",-,"1,17","22,2","0,99","9,25",138,"0,68",-,-,-
4021,pommes de terre et autres tubercules,,"Pomme de terre dauphine surgelée, cuite",302,"4,5","30,2","17,7","3,5",2,"3,39","51,7","1,32",120,"0,8",14,180,"0,38","< 0,25","6,6",-
4022,pommes de terre et autres tubercules,,"Pomme de terre, flocons déshydratés",361,"8,04","76,1","0,46","2,35","10,3","0,15",0,"0,55","48,5","2,26","70,7",1130,"1,05",0,"0,03",59
4023,pommes de terre et autres tubercules,,Pomme de terre nouvelle,"76,4","1,88","15,9","0,3","0,2","1,3","0,058",0,"0,058",10,"0,6",-,367,"0,5",0,"0,06",22
4025,pommes de terre et autres tubercules,,"Potatoes épicées, surgelées",140,"2,5","19,8","5,11","0,38","2,42","1,61","< 0,7","0,67",16,"0,78",34,710,"0,46","< 0,25","1,61","1,35"
4026,pommes de terre et autres tubercules,,"Pomme de terre, cuite au four","89,4","2,5","18,5","0,13","1,18","2,2","0,035",0,"0,025",15,"1,08",28,535,"0,36",0,"0,04","9,6"
4027,pommes de terre et autres tubercules,,"Pomme de terre rissolée, surgelée",138,"2,5",22,4,"0,2","2,2","2,4",-,"0,088",-,-,-,-,-,-,-,-
4028,pommes de terre et autres tubercules,,"Pomme de terre de conservation, pelée, bouillie","76,1","1,81","15,7","< 0,5","< 0,2","1,9",-,-,"< 0,01","6,5","0,31",17,390,"0,23",-,"0,1","3,78"
4029,pommes de terre et autres tubercules,,"Pomme de terre, pelée bouillie","71,6","1,84","14,9","< 0,1",-,"2,13",-,-,-,-,"0,7","19,7",291,"0,34",-,-,"18,9"
4030,pommes de terre et autres tubercules,,"Frites pommes de terre, surgelées",213,"3,75","32,6","6,6","< 0,4","4,2","0,75","< 0,7","0,39",11,"0,67",29,590,"0,45","< 0,25","7,64","2,38"
4032,pommes de terre et autres tubercules,,"Frites pommes de terre, surgelées, cuites en friteuse",265,"3,28","34,5","11,9","0,69","3,9","3,49",0,"0,073","23,8","0,9","23,3",684,"0,36",0,"0,44",19
4034,pommes de terre et autres tubercules,,"Pomme de terre duchesse, surgelée",218,"3,44","29,5","8,5","< 0,4","4,8","0,96","2,87","0,99",51,"0,81",28,530,"0,53","< 0,25","2,33","< 0,5"
4035,pommes de terre et autres tubercules,,"Pomme de terre noisette, surgelée",191,"2,81","28,5","6,6","0,2","3,4","0,94","< 0,7","0,87",27,"0,61",22,420,"0,39",-,"1,29",-
4036,pommes de terre et autres tubercules,,Pomme de terre sautée à la graisse de canard,213,"2,54","21,9","12,1","1,59","2,89","3,17",-,"0,67",-,-,-,-,-,-,-,-
4037,pommes de terre et autres tubercules,,"Chips de pommes de terre, à l'ancienne",570,"5,62","49,8","37,6","1,38","4,51","3,53","0,72","1,78",21,"0,98",55,1100,"0,6","< 0,25","15,3","5,07"
4038,pommes de terre et autres tubercules,,Chips de pommes de terre allégées,463,"6,58","62,1","19,8","2,49","5,19","1,94","1,01","1,22",56,"1,2",67,1300,"0,87",-,"3,32",-
4039,pommes de terre et autres tubercules,,Rostis galette de pomme de terre,183,"2,13",21,"9,47","0,68","2,64","2,53",15,"1,04",31,"0,65",24,480,"0,43","< 0,25","2,71","0,63"
4044,pommes de terre et autres tubercules,,"Frites de pommes de terre, surgelées, pour cuisson rôtie/ au four",154,"2,41","23,4","5,09","0,35","2,58","1,56",-,"0,28",-,-,-,-,-,-,-,-
4045,pommes de terre et autres tubercules,,"Frites de pommes de terre, surgelées, pour cuisson micro-ondes",254,"3,5",34,"10,8","0,23","3,83","1,74",-,"0,27",-,-,-,-,-,-,-,-
4046,pommes de terre et autres tubercules,,"Frites de pommes de terre, surgelées, pour cuisson en friteuse",244,"3,12","29,1","12,1","0,48","3,39","4,09",-,"0,12",20,"1,8",-,-,-,-,-,6
4047,pommes de terre et autres tubercules,,"Pomme de terre, purée","84,7","2,15","12,2","2,7","1,76","1,59","1,22","4,9","0,25","40,2","0,25","15,9",244,"0,25","0,17","0,2","5,98"
4048,pommes de terre et autres tubercules,,"Pomme de terre, cuite","90,8","1,97","17,7","0,9","0,75","1,95","0,16",,"0,023","7,33","0,35","18,7",390,"0,21",,"0,055","5,83"
4101,pommes de terre et autres tubercules,,"Patate douce, crue","86,3","1,51","18,3","0,15","5,64","2,87","0,064",0,"0,098","37,5","0,76",20,373,"0,25",0,"0,26","2,4"
4102,pommes de terre et autres tubercules,,"Patate douce, cuite","62,8","1,69","12,2","0,15","6,11","2,9","0,042",0,"0,079","32,5","0,71","22,5",353,"0,26",0,"0,83","16,2"
4103,pommes de terre et autres tubercules,,"Patate douce, purée à la crème","79,8","1,1","12,1",2,"7,5","4,5","1,4",-,"0,56",-,-,-,-,-,-,-,-
20050,pommes de terre et autres tubercules,,"Topinambour, cuit","81,9","1,8",16,"0,7","9,6","2,2",0,0,"0,09","32,9","0,2","14,1",452,"0,34",0,"0,19","3,2"
20196,pommes de terre et autres tubercules,,"Topinambour, cru","60,7","1,94","11,5","0,31","9,6","2,1","0,11",0,"0,0088",21,2,"16,5",495,"0,11",0,"0,17",5
53101,pommes de terre et autres tubercules,,"Banane plantain, cuite",125,"0,79","28,9","0,18",14,"2,3","0,069",0,"0,013",2,"0,58",32,465,"0,13",0,"0,13","10,9"
53200,pommes de terre et autres tubercules,,"Taro, tubercule, cru",107,"1,5","22,8","0,2","0,4","4,1","0,041",0,"0,028",43,"0,55",33,591,"0,23",0,"2,38","4,5"
53201,pommes de terre et autres tubercules,,"Taro, tubercule, cuit",131,"0,52","29,5","0,11","0,49","5,1","0,023",0,"0,038",18,"0,72",30,484,"0,27",0,"2,93",5
53502,pommes de terre et autres tubercules,,"Igname, épluchée, crue",111,"1,53","23,8","0,17","0,5","4,1","0,037",0,"0,023",17,"0,54",21,816,"0,24",0,"0,35","17,1"
53503,pommes de terre et autres tubercules,,"Igname, épluchée, bouillie",109,"1,49","23,6","0,14","0,49","3,9","0,029",0,"0,02",14,"0,52",18,670,"0,2",0,"0,34","12,1"
54031,pommes de terre et autres tubercules,,"Manioc, racine crue",157,"1,31","36,3","0,29","1,7","1,8","0,074",0,"0,035",16,"0,27",21,271,"0,34",0,"0,19","20,6"
54034,pommes de terre et autres tubercules,,"Manioc, racine cuite",132,"0,69",32,"0,043",-,"0,4",-,-,-,"12,1","0,6",-,-,"0,35",-,-,"13,1"
54500,pommes de terre et autres tubercules,,"Fruit à pain, cru",105,"1,07","22,2","0,23",11,"4,9","0,048",0,"0,005",17,"0,54",25,490,"0,12",0,"0,1",29
20500,légumineuses,,"Fève, cuite","78,6","6,01","10,4","0,45","1,82","4,5","0,1",0,"0,057",27,"1,5",37,231,"0,74",0,"0,02","10,1"
20502,légumineuses,,"Haricot blanc, cuit",106,"6,75","10,3","1,1","0,26","13,8","0,25",0,"0,023",120,"1,7",33,260,"0,67","< 0,25","< 0,08","< 0,5"
20503,légumineuses,,"Haricot rouge, cuit",115,"9,63","12,1","0,6","0,5","11,6","0,19",0,"0,021",55,"2,3",39,300,"0,94","< 0,25","< 0,08","< 0,5"
20505,légumineuses,,"Lentille, cuite",103,"8,6","12,2","0,38","1,8","7,9","0,053",0,"0,0073","26,2","1,44","35,6",222,"0,98",0,"0,11","1,5"
20506,légumineuses,,"Pois cassé, cuit",128,"8,46","16,3","1,49","3,85","7,95","0,16",0,"0,0082","24,7","2,09","20,9",327,"0,65",0,"0,19","0,85"
20507,légumineuses,,"Pois chiche, cuit",147,"8,31","17,7",3,"0,3","8,2","0,46",-,"0,027",72,"1,3",44,170,"1,1","< 0,25","1,22","< 0,5"
20508,légumineuses,,"Haricot flageolet, conserves","92,9","6,1","12,2","0,79","0,2","6,3","0,11",0,"0,73","63,1","1,3","26,5",281,"< 0,1",0,"0,37",< 1
20510,légumineuses,,"Lentille, cuisinée, conserve","85,9","6,28","11,8","0,64","0,42",4,"0,11",0,"0,59",21,"1,67","15,8",178,"0,55",0,"0,19",traces
20511,légumineuses,,"Haricot blanc, conserve","87,3","6,57","10,9","0,4","0,52",7,"0,11",0,"0,69",73,"2,99",51,454,"1,12",0,"0,79",0
20513,légumineuses,,"Haricot flageolet, cuit",106,"6,75","10,3","1,1","0,26","13,8","0,25",-,"0,023",120,"1,7",33,260,"0,67","< 0,25","< 0,08","< 0,5"
20524,légumineuses,,"Haricot rouge, conserve",108,"8,31",13,"0,97",1,7,"0,41",0,"0,68",58,"1,5",29,250,"0,74",0,-,"0,2"
20531,légumineuses,,"Haricot mungo, cuit","95,7","7,54","11,9","0,55","2,01","6,4","0,038",0,"0,018",53,"1,75",63,231,"0,83",0,"0,15",1
20532,légumineuses,,"Pois chiche, conserve",122,"6,74",15,"2,68","0,5","5,45","0,3",0,"0,54","41,2","1,15","27,5",135,"0,93",0,"0,29","0,1"
20540,légumineuses,,"Haricot flageolet, vert, cuit",129,"5,63","15,8","1,1","0,5","16,5","0,19","< 0,7","0,071",68,"1,8",32,360,"0,6","< 0,5","< 0,08","< 0,5"
20542,légumineuses,,"Fève, pelée, surgelée, bouillie","71,9","6,4",9,"0,5","< 0,2","2,9","0,11",-,"0,018",31,"1,3",22,97,"0,62","< 0,25",-,"< 0,5"
20543,légumineuses,,"Fève, surgelée, cuite à l'eau","65,9","5,6","7,4","< 0,5",1,"5,8","< 0,01",-,"0,02",61,"0,93",26,150,"0,55","< 0,25",-,"< 0,5"
20587,légumineuses,,"Lentille verte, cuite",124,"10,1","15,2","0,58","0,19","8,45","0,093",-,"0,015","39,5","2,45",34,215,"1,25","< 0,25","0,53","< 0,5"
20588,légumineuses,,"Lentille blonde, cuite",122,"9,7","16,3","0,7","0,4",6,"0,13",-,"< 0,13",32,"2,5",31,230,"1,1","< 0,25",-,"< 0,5"
20589,légumineuses,,"Lentille corail, cuite",123,"10,6",15,"0,5","0,26","8,2","0,09",-,"< 0,13",21,"2,2",25,190,"1,3","< 0,25",-,"< 0,5"
20700,légumineuses,,"Légume sec, cuit",103,"8,02","11,7","0,6","1,38","9,4","0,11",0,"0,014","51,9","1,55","34,9",236,"0,88","0,037","0,086","1,54"
20517,légumineuses,,"Fève à écosser, fraîche","61,5","6,76","4,2","0,67","0,37","5,85","0,13",0,"0,094","29,5","1,73","35,5",291,"0,79",0,"1,16","18,4"
20521,légumineuses,,"Lentille, germée",123,"8,86",19,"0,58",-,"3,1","0,061",0,"0,028",25,"3,21",37,322,"1,51",0,-,"16,5"
20534,légumineuses,,"Lupin, graine crue",356,"36,2","21,5","9,74",-,"18,9","1,16",0,"0,038",176,"4,36",198,1010,"4,75",0,-,"4,8"
20536,légumineuses,,"Fève, fraîche, surgelée","70,9","7,5","7,95","0,22","2,15","3,6","0,1","0,83","0,022",-,-,-,-,-,-,-,-
20537,légumineuses,,"Haricot flageolet, surgelé",100,"9,32",12,"0,7","0,4","4,4","0,1",-,"0,78",-,-,-,-,-,-,-,-
20541,légumineuses,,"Fève, pelée, surgelée",135,"14,9","14,9","0,3",2,"6,5",0,-,"0,038",-,-,-,-,-,-,-,-
20501,légumineuses,,"Haricot blanc, sec",302,"19,1","43,9","1,78","1,92","16,8","0,22",0,"0,028",183,"7,97",187,1660,"3,23",0,"0,28","2,04"
20504,légumineuses,,"Lentille, sèche",332,"25,4","50,6","1,34","1,25","7,63","0,13",0,"0,21","45,4","6,51",62,674,"3,17",0,"0,49","4,5"
20515,légumineuses,,"Pois cassé, sec",344,"22,8",52,"1,44","2,75","15,8","0,23",0,"0,051","37,4","5,16","65,5",969,"3,68",0,"0,09","1,4"
20516,légumineuses,,"Pois chiche, sec",351,"20,5","47,5","5,85","6,5","13,3","0,55",0,"0,08","90,5","5,36",120,759,"1,88",0,"3,1","3,5"
20518,légumineuses,,"Fève, sèche",301,"26,1","33,3","1,53","5,7",25,"0,25",0,"0,033",103,"6,7",192,1060,"3,14",0,"0,05","1,4"
20525,légumineuses,,"Haricot rouge, sec",314,"22,5","46,1","1,06","2,1","15,2","0,15",0,"0,03",83,"6,69",138,1360,"2,79",0,"0,21","4,5"
20530,légumineuses,,"Haricot mungo, sec",334,"24,5","47,6","1,42",-,"16,7","0,24",0,"0,066",113,"7,16",228,1110,"3,02",0,"1,9","12,2"
20535,légumineuses,,"Lentille corail, sèche",328,"27,7","44,9","0,8","1,29","15,4","0,14",0,"< 0,13",29,"6,3",74,750,"3,9","< 0,25",-,"< 0,5"
20539,légumineuses,,"Haricot flageolet, vert, sec",315,"19,1","42,1","2,6",-,"23,4","0,35","< 0,7","0,02",-,"7,3",160,-,"2,3","< 0,5","0,08","< 0,5"
20585,légumineuses,,"Lentille verte, sèche",327,"25,1","44,5","1,8","1,1","16,4","0,24",-,"< 0,13",64,"6,3",97,940,"3,4","< 0,25",-,"1,63"
20586,légumineuses,,"Lentille blonde, sèche",339,"26,1","48,3","1,9","1,4","12,1","0,32",-,"< 0,13",54,"7,4",91,780,3,"< 0,25",-,"< 0,5"
13000,fruits,,"Abricot, dénoyauté, cru","42,6","1,01","7,14","0,35","6,57","1,8","0,024",0,"0,0025","16,1","0,19","9,94",229,"0,14",0,"0,89",10
13002,fruits,,"Ananas, pulpe, cru","53,2","0,52",11,"0,24","10,4","1,33","0,009",0,"0,0024","21,5","0,25","20,3",142,"0,073",0,"0,06","36,4"
13005,fruits,,"Banane, pulpe, crue",90,"0,98","19,6","0,25","14,8","1,9","0,099",0,"0,0038","4,12","0,26","34,9",360,"0,15",0,"0,33","2,07"
13007,fruits,,"Cassis, cru","64,6","1,33","8,03","0,86","8,03","5,8","0,14",0,"0,0063","57,1","1,17",23,330,"0,28",0,"2,1",181
13008,fruits,,"Cerise, dénoyautée, crue","59,6","1,16","11,6","0,25","11,6","1,7","0,055",0,"0,005",15,"0,17","11,2",200,"0,054",0,"0,14","8,5"
13009,fruits,,"Citron, pulpe, cru","39,1","0,84","3,1","0,7","2,85","1,2","0,15",0,"0,003","13,7","0,34","8,54",157,"0,054",0,"0,48",51
13010,fruits,,"Coing, cru",-,"0,48","13,4","0,1","6,3","1,9","0,0085",0,"0,01",11,"0,7",8,197,"0,04",0,"0,55",15
13012,fruits,,"Figue, crue",-,"0,85","14,3","0,3","14,3","2,63","0,069",0,"0,0038",39,"0,37",17,232,"0,15",0,"0,11",2
13014,fruits,,"Fraise, crue","34,9","0,65","6,14","0,18","4,73","1,5","0,018",0,"0,052","13,1","0,18","14,1",171,"0,11",0,"0,37","67,4"
13015,fruits,,"Framboise, crue","43,7","1,28","4,26","0,36","4,26","5,99","0,012",0,"0,0025",25,"0,69",22,151,"0,42",0,"0,53","26,2"
13016,fruits,,Fruit de la passion,"84,4","2,3","9,39","0,7","9,39","10,4","0,059",0,"0,07","9,12","1,6",29,348,"0,1",0,"0,02",30
13018,fruits,,"Grenade, pulpe et pépins","75,9","1,29","14,2","0,74","13,7","2,3","0,12",0,"0,0075","6,5","0,3","7,5",248,"0,35",0,"0,6","8,15"
13019,fruits,,"Groseille, crue","56,1","1,33","6,64","0,95","6,64","4,25","0,2",0,"0,005","32,1","0,83",12,269,"0,21",0,"0,45",45
13020,fruits,,Groseille à maquereau,"40,1","0,8","4,83","0,59",-,"4,03","0,058",0,"0,0038","25,4","0,33",9,187,"0,14",0,"0,69",29
13021,fruits,,"Kiwi, pulpe et graines","58,5","1,2","8,44","0,95","7,89","3,5","0,1",0,"0,0086","27,5","0,17","14,3",297,"0,082",0,"1,46","92,7"
13023,fruits,,"Litchi, pulpe, cru",-,"0,76","15,2","0,42","15,2","1,3","0,099",0,"0,0025",5,"0,31",10,171,"0,07",0,"0,07","71,5"
13025,fruits,,"Mangue, pulpe, crue","64,4","0,62","13,7","0,31",11,"1,7","0,073",0,"0,0045","12,5","0,2","9,5",137,"0,085",0,"1,01","32,1"
13026,fruits,,Melon cantaloup,33,"0,73","6,57","0,2","6,43","0,93","0,047",0,"0,022","12,3","0,16","18,9",335,"0,17",0,"0,05","28,8"
13028,fruits,,"Myrtille, crue","57,7","0,87","10,6","0,33","9,96","2,4","0,028",0,"0,0025",6,"0,28",6,77,"0,16",0,"0,57","9,7"
